id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
9268200315,20140828T000000,456000.0,3,2.0,1870,8442,1.5,0,0,5,7,1060.0,810,1927,0,98117,47.6964,-122.365,1640,6174
582000010,20150320T000000,830200.0,3,2.5,2680,4990,1.0,0,0,5,8,1440.0,1240,1951,0,98199,47.6538,-122.393,2320,6000
2923501130,20140722T000000,588000.0,4,2.25,2580,7344,2.0,0,0,3,8,2580.0,0,1977,0,98027,47.5647,-122.09,2390,7507
8956200990,20150426T000000,499160.0,4,2.5,2628,11466,2.0,0,0,3,9,2628.0,0,2014,0,98001,47.2904,-122.264,2849,10909
7805600070,20141111T000000,200000.0,2,1.75,1320,13052,1.5,0,0,3,7,1320.0,0,1980,0,98014,47.712,-121.352,1320,13052
8651443480,20150128T000000,282000.0,3,1.0,1670,5200,1.0,0,0,5,7,1030.0,640,1977,0,98042,47.3659,-122.092,1620,6696
8024200685,20140520T000000,440000.0,3,1.5,1270,1443,3.0,0,0,3,8,1270.0,0,2007,0,98115,47.699,-122.317,1270,1413
3779300210,20140630T000000,383962.0,4,2.5,2700,6998,2.0,0,0,3,8,2700.0,0,2001,0,98188,47.4694,-122.263,2350,10550
9534400010,20150423T000000,965800.0,4,1.75,2500,8725,1.0,0,0,4,8,1500.0,1000,1966,0,98004,47.6304,-122.205,1900,8998
4048400070,20141205T000000,320000.0,2,1.0,1070,32633,1.0,0,0,4,6,1070.0,0,1930,0,98059,47.4716,-122.078,1360,32156
7137960460,20140528T000000,225000.0,3,2.5,1680,6755,2.0,0,0,3,8,1680.0,0,1994,0,98092,47.3293,-122.17,1860,7257
9558900010,20141006T000000,549950.0,3,2.5,2680,5860,2.0,0,0,3,8,2680.0,0,2001,0,98011,47.7557,-122.223,2680,5860
9406520550,20141027T000000,307500.0,3,2.25,1646,7364,2.0,0,0,3,7,1646.0,0,1994,0,98038,47.3646,-122.037,1975,9161
7856000110,20150203T000000,895000.0,3,2.5,2750,10000,1.0,0,3,3,8,1650.0,1100,1967,0,98006,47.5644,-122.153,2490,10000
4388000260,20150330T000000,200000.0,3,1.0,1150,10132,1.0,0,0,4,7,1150.0,0,1970,0,98023,47.3172,-122.372,1180,8713
9828701690,20140806T000000,529000.0,3,2.0,1530,3400,1.0,0,0,3,7,990.0,540,1907,2014,98112,47.6204,-122.296,1880,4212
1438000390,20140804T000000,469995.0,4,2.5,2350,3800,2.0,0,0,3,8,2350.0,0,2014,0,98059,47.4783,-122.123,2670,4180
3396200090,20140520T000000,639000.0,4,2.5,2150,12028,2.0,0,0,4,8,2150.0,0,1982,0,98052,47.7224,-122.101,1800,11777
3747600050,20141105T000000,319450.0,5,2.0,2250,5472,1.5,0,0,5,7,1750.0,500,1930,0,98002,47.3065,-122.219,1540,5472
480000170,20140627T000000,480000.0,2,1.0,1500,3420,1.0,0,0,3,7,1500.0,0,1902,0,98103,47.661,-122.338,2050,3420
2911000100,20150310T000000,245000.0,4,2.5,1921,4888,2.0,0,0,3,7,1921.0,0,2009,0,98001,47.2689,-122.24,1921,9140
2421059036,20150415T000000,495000.0,3,2.5,2577,156816,2.0,0,0,3,8,2577.0,0,2000,0,98092,47.2935,-122.108,2090,156816
6413100242,20140826T000000,400000.0,3,1.75,1730,9211,1.0,0,0,3,8,1730.0,0,1961,0,98125,47.7149,-122.322,1440,9211
1806900499,20140721T000000,675000.0,3,3.25,1720,1330,2.0,0,0,3,8,1030.0,690,2004,0,98112,47.62,-122.309,1720,1520
9197100263,20140819T000000,237000.0,3,1.75,2000,12208,1.0,0,0,3,7,1140.0,860,1979,0,98032,47.3752,-122.236,1060,8194
2781250750,20140828T000000,222000.0,2,2.0,1360,3300,2.0,0,0,3,6,1360.0,0,2004,0,98038,47.3489,-122.022,1310,3300
7856560380,20140804T000000,760000.0,4,2.25,2500,8500,2.0,0,0,4,8,2500.0,0,1979,0,98006,47.5569,-122.151,2470,9100
7555210100,20141117T000000,880000.0,4,2.75,2560,7961,1.0,0,2,4,8,1450.0,1110,1975,0,98033,47.6499,-122.199,2500,9009
8078380090,20150311T000000,626000.0,3,2.0,2150,7200,1.0,0,0,3,8,2150.0,0,1988,0,98029,47.5709,-122.018,2510,7222
3226049401,20141103T000000,447500.0,3,1.75,1950,6504,1.0,0,0,3,8,1530.0,420,1953,0,98115,47.6934,-122.328,1660,6552
3856904580,20141125T000000,790000.0,3,1.75,2050,4080,2.0,0,0,3,8,2050.0,0,1991,0,98105,47.6698,-122.325,1890,4080
9423800030,20141118T000000,250000.0,3,1.0,1100,7470,1.0,0,0,4,5,1100.0,0,1917,0,98065,47.5242,-121.831,1280,7055
1266200015,20150127T000000,805500.0,3,1.0,1440,10330,1.0,0,0,4,7,1440.0,0,1952,0,98004,47.6245,-122.193,2080,10327
8820900299,20150204T000000,419950.0,3,3.0,2150,3962,1.5,0,0,3,7,1540.0,610,1949,0,98125,47.7183,-122.285,1730,4609
4215270070,20140606T000000,969990.0,4,2.5,4150,8436,2.0,0,0,3,10,4150.0,0,2014,0,98075,47.5802,-122.039,4070,8438
3121500100,20140903T000000,715000.0,4,2.5,2970,29163,2.0,0,0,3,9,2970.0,0,1993,0,98053,47.6717,-122.025,3100,31105
2487200279,20141124T000000,560000.0,3,2.5,2430,5128,1.0,0,1,3,8,1270.0,1160,1978,0,98136,47.5198,-122.389,2510,5330
7520000520,20150311T000000,240500.0,2,1.0,1240,12092,1.0,0,0,3,6,960.0,280,1922,1984,98146,47.4957,-122.352,1820,7460
2587910180,20140716T000000,365000.0,3,1.0,1380,30940,2.0,0,0,3,8,1380.0,0,1976,0,98042,47.334,-122.106,2350,32500
2450000295,20141007T000000,1088000.0,3,2.5,2920,8113,2.0,0,0,3,8,2920.0,0,1950,2010,98004,47.5814,-122.196,2370,8113
421000455,20150502T000000,253200.0,3,1.0,1360,5840,1.0,0,0,4,5,1360.0,0,1953,0,98056,47.4945,-122.166,1250,6708
1250200345,20141024T000000,230000.0,3,1.0,680,2400,1.0,0,0,4,6,680.0,0,1903,0,98144,47.5982,-122.299,1470,3600
625059051,20140903T000000,2350000.0,4,2.25,4370,22863,2.5,0,3,4,10,3670.0,700,1907,1994,98033,47.6878,-122.215,2980,22863
7300400170,20140910T000000,334000.0,4,2.5,2310,6200,2.0,0,0,3,8,2310.0,0,1998,0,98092,47.3321,-122.172,2480,6200
3223049131,20141030T000000,270000.0,4,2.5,2490,11650,1.0,0,0,3,7,1390.0,1100,1990,0,98148,47.4416,-122.332,2010,10495
6666860210,20140602T000000,316000.0,3,2.25,2130,8721,1.0,0,0,3,8,1570.0,560,1987,0,98031,47.4202,-122.204,2130,9477
7237501180,20140625T000000,1200000.0,4,1.75,3990,13470,2.0,0,0,3,11,3990.0,0,2006,0,98059,47.5305,-122.131,5790,13709
6751300375,20140702T000000,415000.0,3,1.0,1520,9030,1.0,0,0,3,7,1520.0,0,1956,0,98007,47.587,-122.134,1470,8712
326049103,20140922T000000,470000.0,4,2.5,2470,8536,2.0,0,0,3,8,2470.0,0,2002,0,98155,47.7699,-122.292,1690,8840
6372000155,20140811T000000,639950.0,2,1.75,1780,4520,1.0,0,0,5,7,890.0,890,1925,0,98116,47.5798,-122.404,1560,4520
5450300010,20140902T000000,572000.0,3,1.5,1680,13751,1.0,0,0,4,7,1680.0,0,1951,0,98040,47.5716,-122.227,1760,13500
1137300340,20141121T000000,674250.0,4,2.5,2780,35000,1.0,0,0,4,9,2780.0,0,1985,0,98072,47.7386,-122.091,2740,35072
2916200054,20150413T000000,392500.0,3,1.0,1100,7650,1.0,0,0,3,7,1100.0,0,1952,0,98133,47.7219,-122.354,1430,7650
9406530150,20141222T000000,344000.0,4,2.5,2400,4848,2.0,0,0,3,8,2400.0,0,2004,0,98038,47.3626,-122.04,1980,5199
9828700005,20150512T000000,440000.0,3,1.0,1040,4000,1.0,0,0,3,7,1040.0,0,1950,0,98122,47.6178,-122.292,1170,4000
3630030110,20140616T000000,534500.0,3,2.5,1700,3150,2.0,0,0,3,8,1700.0,0,2005,0,98029,47.5505,-121.998,1700,3600
5540000050,20140612T000000,299000.0,3,2.5,2210,10119,1.0,0,0,4,7,1450.0,760,1966,0,98030,47.3783,-122.22,2110,10119
7811200310,20141216T000000,635000.0,4,2.25,1920,8910,1.0,0,0,4,8,1200.0,720,1969,0,98005,47.5897,-122.156,2250,8800
8887001625,20150410T000000,417000.0,3,2.75,1820,52889,2.0,0,0,3,8,1820.0,0,1991,0,98070,47.501,-122.463,1820,45528
7258200060,20141229T000000,320000.0,3,2.0,2320,7800,1.0,0,0,4,7,1160.0,1160,1960,0,98168,47.5141,-122.316,1380,7800
324059161,20141013T000000,920000.0,4,2.5,3810,13579,2.0,0,0,3,10,3810.0,0,2003,0,98007,47.6006,-122.153,3310,9270
522059013,20140612T000000,173000.0,2,1.0,820,10450,1.0,0,0,4,7,820.0,0,1965,0,98055,47.4261,-122.199,1240,11200
6821101765,20140621T000000,442900.0,4,1.75,1780,2788,1.0,0,0,4,6,890.0,890,1943,0,98199,47.6511,-122.4,1760,5664
2685600005,20150407T000000,324800.0,2,1.0,1170,5043,1.0,0,0,3,6,880.0,290,1949,0,98108,47.5492,-122.302,1430,5692
6413100090,20140915T000000,458000.0,2,1.75,990,5850,1.0,0,0,4,6,990.0,0,1942,0,98125,47.7132,-122.321,840,6110
9407150240,20141001T000000,295000.0,3,2.5,1460,7936,2.0,0,0,3,7,1460.0,0,1995,0,98038,47.3673,-122.017,1830,7936
1626079012,20150225T000000,439950.0,3,1.75,1720,223377,1.0,0,0,3,7,1240.0,480,1950,0,98019,47.7329,-121.92,2530,221442
9578060660,20140513T000000,502000.0,4,2.5,2040,5616,2.0,0,0,3,8,2040.0,0,2012,0,98028,47.7737,-122.238,2380,4737
5113200310,20140909T000000,270000.0,3,1.0,1240,14110,1.0,0,0,4,7,1240.0,0,1972,0,98058,47.4579,-122.09,2060,19350
3630000080,20140606T000000,450000.0,3,2.5,1480,1961,2.0,0,0,3,8,1480.0,0,2005,0,98029,47.5478,-122.0,1400,1138
6431000987,20140902T000000,385000.0,3,2.25,1630,1598,3.0,0,0,3,8,1630.0,0,2008,0,98103,47.6904,-122.347,1320,1605
8018600765,20140604T000000,240500.0,3,1.75,1460,10584,1.0,0,0,3,7,990.0,470,1997,0,98168,47.492,-122.317,1220,12012
164000174,20140908T000000,300000.0,3,1.0,1010,6300,1.0,0,0,3,7,1010.0,0,1957,0,98133,47.7304,-122.352,1480,7480
3674400035,20140512T000000,156000.0,3,1.0,970,8580,1.0,0,0,3,7,970.0,0,1959,0,98003,47.3363,-122.311,1430,11907
3330501545,20141201T000000,330000.0,2,1.0,950,3090,1.0,0,0,4,6,950.0,0,1909,0,98118,47.551,-122.276,1230,4120
3876300080,20141224T000000,434400.0,5,1.75,1960,7875,1.0,0,0,4,7,1960.0,0,1968,0,98034,47.7256,-122.18,1800,7764
5489200435,20140904T000000,550000.0,4,3.0,2670,5000,2.0,0,2,3,7,2670.0,0,1916,1978,98126,47.5784,-122.377,2300,5000
1568100215,20141007T000000,315000.0,2,1.0,1030,8576,1.5,0,0,5,6,1030.0,0,1952,0,98155,47.7352,-122.295,1310,8504
4136870020,20141008T000000,332100.0,5,3.5,2660,6978,2.0,0,0,3,8,1980.0,680,1996,0,98092,47.2631,-122.212,2220,7294
4136900190,20150320T000000,319900.0,3,2.5,2040,7580,2.0,0,2,3,8,2040.0,0,1998,0,98092,47.2618,-122.209,1960,7820
1311000270,20150416T000000,247000.0,5,2.0,1590,9350,1.0,0,0,5,7,1060.0,530,1962,0,98001,47.3398,-122.286,1460,8210
4397000100,20150324T000000,464000.0,4,2.5,3140,12591,2.0,0,0,3,9,3140.0,0,1993,0,98042,47.3826,-122.146,2650,11720
7215410320,20150311T000000,390000.0,3,2.5,2480,53250,2.0,0,0,3,9,2480.0,0,1990,0,98042,47.3323,-122.079,2510,36549
4038000055,20140812T000000,425000.0,3,1.0,1320,7076,1.0,0,0,4,7,1320.0,0,1959,0,98008,47.6131,-122.123,1510,9000
7203601405,20150414T000000,217000.0,2,1.0,730,2400,1.0,0,1,3,4,730.0,0,1934,0,98198,47.35,-122.322,1220,4382
7177300090,20140520T000000,395000.0,3,1.5,1080,2940,1.5,0,0,4,7,1080.0,0,1920,0,98115,47.6832,-122.304,1400,4930
6841700100,20140929T000000,740000.0,3,3.5,2420,4000,2.0,0,0,5,9,1820.0,600,1907,0,98122,47.6054,-122.295,2030,4550
1542800010,20140909T000000,472500.0,3,2.5,1650,3711,2.0,0,0,3,8,1650.0,0,1996,0,98052,47.6863,-122.093,1760,3762
943100260,20141120T000000,213000.0,2,1.0,1000,10200,1.0,0,0,3,6,1000.0,0,1961,0,98024,47.5687,-121.899,1150,13702
9304400010,20140730T000000,975000.0,4,2.5,3240,35083,2.0,0,0,4,9,3240.0,0,1978,0,98005,47.6337,-122.154,3340,24501
2354300845,20140804T000000,210000.0,3,1.0,1020,6000,1.0,0,0,3,5,1020.0,0,1900,0,98027,47.5281,-122.031,2070,7200
2925079012,20141105T000000,503000.0,4,2.5,2940,156988,2.0,0,2,3,9,1870.0,1070,1996,0,98014,47.6214,-121.946,2940,71002
7905200130,20150405T000000,345000.0,2,1.0,770,3008,1.0,0,0,4,5,770.0,0,1917,0,98116,47.5686,-122.389,1550,4563
1337800045,20141001T000000,625000.0,3,1.75,1660,4800,2.0,0,0,3,7,1660.0,0,1906,2014,98112,47.6296,-122.308,1660,4800
7628700050,20150309T000000,775000.0,3,2.5,3020,4120,2.0,0,0,3,9,2360.0,660,2008,0,98126,47.5714,-122.373,2280,4120
2025059026,20150225T000000,1980000.0,4,3.5,4500,44384,1.0,0,0,3,12,3340.0,1160,1990,0,98004,47.6323,-122.192,2540,26287
5252000200,20141210T000000,357000.0,5,2.5,2750,12350,2.0,0,0,3,8,2750.0,0,1987,0,98031,47.419,-122.206,1650,9810
1453602360,20150406T000000,1000000.0,3,1.0,1540,24500,1.5,0,0,3,7,1540.0,0,1949,0,98125,47.7213,-122.29,1540,7250
7856620910,20150414T000000,627500.0,4,2.5,2540,11500,1.0,0,0,4,8,1640.0,900,1979,0,98006,47.5609,-122.15,2820,9800
7942601475,20140520T000000,345600.0,5,3.5,2800,5120,2.5,0,0,3,9,2800.0,0,1903,2005,98122,47.6059,-122.31,1780,5120
7853240100,20140902T000000,772500.0,5,2.75,3890,9130,2.0,0,0,3,9,3890.0,0,2004,0,98065,47.5407,-121.86,3450,8361
9418400240,20141028T000000,355000.0,2,1.0,2020,6720,1.0,0,0,3,7,1010.0,1010,1948,0,98118,47.5474,-122.291,1720,6720
3782760170,20150211T000000,480000.0,4,2.5,2980,4074,2.0,0,0,3,8,2980.0,0,2011,0,98019,47.734,-121.965,2320,4255
2581900165,20141021T000000,1130000.0,4,3.5,4300,8406,2.0,0,1,3,11,3580.0,720,1987,0,98040,47.5396,-122.214,2770,10006
2044500201,20140609T000000,435000.0,3,2.25,1890,7200,1.0,0,0,4,7,1230.0,660,1973,0,98125,47.7156,-122.317,1970,8101
1521049156,20141010T000000,255000.0,3,2.75,1900,16117,1.0,0,0,4,7,1900.0,0,1958,0,98001,47.3144,-122.278,1640,19166
5466000030,20140603T000000,328500.0,3,2.5,1950,8130,2.0,0,0,4,9,1950.0,0,1990,0,98042,47.3875,-122.161,2350,7691
4364700945,20150402T000000,459000.0,4,2.0,2360,7080,1.0,0,0,5,6,1180.0,1180,1925,0,98126,47.5261,-122.376,1340,7200
4030100290,20141001T000000,1680000.0,5,3.5,5170,7197,3.0,1,4,3,11,3520.0,1650,1998,0,98155,47.7561,-122.271,3020,12880
7893804790,20141010T000000,308130.0,4,2.5,2300,7500,1.0,0,3,2,7,1650.0,650,1959,0,98198,47.4125,-122.33,2300,7500
723049158,20150313T000000,135000.0,4,1.0,1460,18599,1.5,0,0,3,5,1460.0,0,1940,0,98146,47.5006,-122.351,1320,8100
7611200125,20141023T000000,467000.0,2,1.5,1320,10800,1.0,0,0,4,8,1320.0,0,1947,0,98177,47.7145,-122.367,2120,12040
3599600276,20141106T000000,215500.0,3,2.0,1380,9000,2.0,0,0,2,7,1380.0,0,1946,1982,98001,47.2613,-122.248,1460,9732
5104510130,20140603T000000,312000.0,4,2.5,1830,5175,2.0,0,0,3,7,1830.0,0,2003,0,98038,47.3565,-122.016,1830,5175
2595300210,20141106T000000,473600.0,4,1.5,1780,8400,1.0,0,0,3,7,1080.0,700,1969,0,98136,47.5173,-122.385,1660,8400
1702901618,20150407T000000,420000.0,1,2.0,1070,675,2.0,0,0,3,8,880.0,190,2007,0,98118,47.5574,-122.284,1220,788
6072000910,20140806T000000,480000.0,3,1.75,1600,8400,1.0,0,0,5,8,1600.0,0,1963,0,98006,47.5479,-122.179,2210,8400
1118002090,20140628T000000,1600000.0,3,4.25,2820,7200,2.0,0,0,4,10,2460.0,360,1930,0,98112,47.6298,-122.29,3300,7522
3126049107,20150503T000000,577500.0,2,1.0,1640,5515,1.0,0,0,4,7,940.0,700,1926,0,98103,47.6912,-122.334,2054,5515
7104100065,20140926T000000,425000.0,2,2.0,1280,4095,2.0,0,0,4,8,1280.0,0,1918,0,98136,47.5501,-122.393,1470,5500
3754700160,20140506T000000,397000.0,4,2.0,1440,7680,1.0,0,0,3,7,1200.0,240,1971,0,98034,47.7245,-122.2,1460,9660
9521101221,20140519T000000,487250.0,4,2.0,1690,3250,1.5,0,0,3,7,1550.0,140,1901,0,98103,47.6637,-122.346,1620,3250
7149410060,20140820T000000,165000.0,3,1.5,1250,7200,1.0,0,0,4,7,1250.0,0,1978,0,98032,47.3678,-122.282,1250,7560
9560800040,20140716T000000,485000.0,3,2.5,1800,11034,2.0,0,0,4,8,1800.0,0,1987,0,98072,47.7558,-122.142,1940,8900
1024069009,20140502T000000,675000.0,5,2.5,2820,67518,2.0,0,0,3,8,2820.0,0,1979,0,98029,47.5794,-122.025,2820,48351
8562901350,20140812T000000,640000.0,3,3.5,2480,10800,2.0,0,0,3,8,2480.0,0,1998,0,98074,47.6083,-122.06,2380,11310
4235400097,20141202T000000,443750.0,3,2.25,1460,968,2.0,0,0,3,7,1140.0,320,2003,0,98199,47.6601,-122.4,1460,1531
8917100206,20140718T000000,442000.0,4,1.5,1960,12688,1.5,0,0,4,7,1960.0,0,1962,0,98052,47.6304,-122.097,2050,9375
3782760080,20140718T000000,410000.0,4,2.25,2510,4090,2.0,0,0,3,8,1840.0,670,2012,0,98019,47.7345,-121.967,2070,4090
1770000460,20141203T000000,430000.0,3,2.25,1830,19965,1.0,0,0,3,8,1400.0,430,1976,0,98072,47.7412,-122.088,1830,17250
192700080,20150213T000000,312000.0,3,2.5,2070,25710,1.0,0,0,5,6,2070.0,0,1917,0,98022,47.2032,-121.964,1350,17998
4366700140,20141219T000000,241000.0,3,1.0,1010,9611,1.0,0,0,4,6,1010.0,0,1973,0,98092,47.3006,-122.066,1200,9611
2769600035,20140807T000000,612000.0,4,2.5,2680,3626,1.5,0,3,4,7,1680.0,1000,1928,0,98107,47.6727,-122.361,1950,4500
7202271060,20150310T000000,610000.0,4,2.5,2980,5896,2.0,0,0,3,8,2980.0,0,2001,0,98053,47.6872,-122.036,2900,5712
7011201482,20150317T000000,552700.0,2,1.0,1100,2800,1.0,0,0,3,7,1100.0,0,1925,0,98119,47.6361,-122.371,1110,1673
3560800040,20141028T000000,400000.0,2,1.75,960,6200,1.0,0,0,4,7,960.0,0,1946,0,98136,47.5551,-122.396,1000,6000
8651730580,20150330T000000,531000.0,3,2.25,1910,8390,1.0,0,0,3,7,1910.0,0,1979,0,98034,47.73,-122.216,2410,8390
3876500290,20150305T000000,175000.0,3,1.0,1070,6164,1.0,0,0,3,7,1070.0,0,1967,0,98001,47.3377,-122.291,1320,7920
6838700060,20141204T000000,280000.0,3,2.25,1430,7222,2.0,0,0,3,7,1430.0,0,1993,0,98056,47.5112,-122.19,1430,7220
2592210370,20141031T000000,903000.0,3,2.75,3860,12786,2.0,0,0,4,10,3860.0,0,1984,0,98006,47.549,-122.141,2820,14636
6431000270,20140728T000000,565000.0,2,1.0,960,4080,1.0,0,0,5,7,960.0,0,1911,0,98103,47.6893,-122.349,1300,4080
66000070,20150406T000000,315000.0,2,1.0,630,6550,1.0,0,0,3,5,630.0,0,1918,0,98126,47.5486,-122.38,1420,6550
7852020580,20140724T000000,375000.0,3,2.75,1890,3930,2.0,0,0,3,8,1890.0,0,1999,0,98065,47.5337,-121.867,2100,4259
2997800015,20150407T000000,500000.0,3,1.5,1330,1265,2.0,0,0,3,8,1140.0,190,2008,0,98116,47.5773,-122.409,1330,1264
9238450150,20140512T000000,368000.0,3,1.0,1280,9898,1.0,0,0,3,7,1280.0,0,1968,0,98072,47.7677,-122.163,1290,9625
3291800660,20150313T000000,406000.0,3,1.75,1390,7904,1.0,0,0,3,7,1390.0,0,1985,0,98056,47.4892,-122.181,1910,7904
6388900710,20141219T000000,538000.0,3,2.5,2250,11632,2.0,0,0,3,8,2250.0,0,1988,0,98056,47.5272,-122.169,2360,11632
5100401516,20140925T000000,407000.0,2,1.0,740,6380,1.0,0,0,3,6,740.0,0,1912,0,98115,47.6929,-122.318,1800,6380
9478500640,20140819T000000,292500.0,4,2.5,2250,4495,2.0,0,0,3,7,2250.0,0,2008,0,98042,47.3663,-122.114,2250,4500
3450400330,20150220T000000,306500.0,3,1.5,1100,8140,1.0,0,0,4,7,1100.0,0,1965,0,98059,47.5004,-122.162,1430,7700
3204800520,20150225T000000,399500.0,3,1.75,1410,7700,1.0,0,0,4,7,1410.0,0,1967,0,98056,47.5375,-122.176,1560,7700
7853221330,20141203T000000,675000.0,4,2.5,2920,6000,2.0,0,4,3,9,2920.0,0,2004,0,98065,47.5333,-121.859,3100,6001
9136101335,20140515T000000,613000.0,4,2.0,1550,4815,1.5,0,0,3,7,1550.0,0,1909,0,98103,47.667,-122.336,1680,4013
952005224,20141105T000000,409000.0,2,1.0,890,3271,1.0,0,0,4,6,890.0,0,1918,0,98116,47.5631,-122.381,1190,5175
